Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class
X,Simulation,Ubisoft,"0,06","0,02",0,0,"0,08",T,Aceptable
X360,Sports,Take-Two Interactive,"0,07",0,0,"0,01","0,08",E10+,Bueno
DS,Sports,Take-Two Interactive,"0,06","0,01",0,"0,01","0,08",T,Bueno
DS,Simulation,Ubisoft,"0,08",0,0,"0,01","0,08",T,Malo
PS,Platform,Virgin Interactive,"0,05","0,03",0,"0,01","0,08",E,Aceptable
PC,Sports,Konami Digital Entertainment,0,"0,07",0,"0,01","0,08",E,Excelente
DS,Platform,Konami Digital Entertainment,"0,08",0,0,"0,01","0,08",E10+,Malo
PS4,Racing,Dusenberry Martin Racing,"0,07",0,0,"0,02","0,08",E,Aceptable
PS2,Role-Playing,Ghostlight,"0,04","0,03",0,"0,01","0,08",M,Excelente
3DS,Action,Little Orbit,0,"0,07",0,0,"0,08",E10+,Aceptable
PS3,Role-Playing,Deep Silver,"0,02","0,05",0,"0,01","0,08",M,Malo
PS2,Racing,Atari,"0,04","0,03",0,"0,01","0,08",E,Bueno
PS3,Action,Namco Bandai Games,"0,04","0,03",0,"0,01","0,08",M,Malo
GBA,Sports,Electronic Arts,"0,06","0,02",0,0,"0,08",E,Bueno
PS3,Shooter,Eidos Interactive,"0,04","0,03",0,"0,01","0,08",M,Malo
GC,Sports,Electronic Arts,"0,06","0,02",0,0,"0,08",E10+,Bueno
PS2,Shooter,SouthPeak Games,"0,04","0,03",0,"0,01","0,08",M,Malo
PS2,Action,Take-Two Interactive,"0,04","0,03",0,"0,01","0,08",M,Bueno
PS2,Action,Sega,"0,04","0,03",0,"0,01","0,08",T,Malo
PC,Shooter,Electronic Arts,0,"0,07",0,"0,01","0,08",T,Excelente
X360,Action,Konami Digital Entertainment,"0,07",0,0,"0,01","0,08",E10+,Aceptable
Wii,Action,Popcorn Arcade,"0,07",0,0,"0,01","0,08",E,Malo
GC,Action,Ubisoft,"0,06","0,02",0,0,"0,08",T,Bueno
GC,Sports,Eidos Interactive,"0,06","0,02",0,0,"0,08",E,Bueno
X360,Fighting,505 Games,"0,05","0,02",0,"0,01","0,08",M,Malo
DS,Puzzle,Jaleco,"0,07",0,0,"0,01","0,08",E,Bueno
WiiU,Action,Tecmo Koei,"0,04","0,02","0,02","0,01","0,08",T,Aceptable
PS2,Fighting,Ignition Entertainment,"0,01","0,01","0,05",0,"0,08",T,Aceptable
PS2,Strategy,Tecmo Koei,0,0,"0,08",0,"0,08",T,Aceptable
GC,Sports,Electronic Arts,"0,06","0,02",0,0,"0,08",E,Excelente
PSV,Adventure,Aksys Games,"0,04",0,"0,03","0,01","0,08",M,Excelente
PC,Sports,Take-Two Interactive,"0,06","0,01",0,"0,01","0,08",E,Bueno
Wii,Puzzle,The Adventure Company,"0,07","0,01",0,"0,01","0,08",E,Malo
X,Racing,Eidos Interactive,"0,06","0,02",0,0,"0,08",T,Malo
PC,Action,Konami Digital Entertainment,0,"0,08",0,0,"0,08",M,Excelente
PS4,Strategy,Kalypso Media,0,"0,05","0,02","0,01","0,08",T,Aceptable
GC,Misc,Take-Two Interactive,"0,06","0,02",0,0,"0,08",T,Bueno
PSP,Sports,Sony Computer Entertainment,"0,07",0,0,"0,01","0,08",E,Aceptable
PS3,Platform,Namco Bandai Games,"0,03","0,03",0,"0,01","0,08",E10+,Malo
PS2,Misc,Agetec,"0,04","0,03",0,"0,01","0,08",T,Bueno
PS2,Role-Playing,Ubisoft,"0,04","0,03",0,"0,01","0,08",T,Malo
GC,Racing,Empire Interactive,"0,06","0,02",0,0,"0,08",T,Aceptable
DS,Role-Playing,Namco Bandai Games,"0,07",0,0,"0,01","0,08",T,Bueno
PC,Shooter,City Interactive,"0,02","0,05",0,"0,01","0,08",M,Malo
X360,Fighting,Rising Star Games,"0,07","0,01",0,"0,01","0,08",M,Malo
PS3,Action,Deep Silver,"0,04","0,03",0,"0,01","0,08",M,Malo
PS2,Action,505 Games,"0,04","0,03",0,"0,01","0,08",M,Malo
X360,Action,Warner Bros. Interactive Entertainment,"0,06","0,01",0,"0,01","0,08",E10+,Malo
DS,Puzzle,Deep Silver,"0,07",0,0,"0,01","0,08",E,Malo
GC,Action,Electronic Arts,"0,06","0,02",0,0,"0,08",E,Aceptable
X,Sports,3DO,"0,06","0,02",0,0,"0,08",E,Excelente
GC,Shooter,Electronic Arts,"0,06","0,02",0,0,"0,08",M,Excelente
PC,Strategy,THQ,0,"0,06",0,"0,02","0,08",M,Excelente
PS,Action,Titus,"0,04","0,03",0,"0,01","0,08",T,Excelente
GBA,Fighting,Marvelous Interactive,"0,06","0,02",0,0,"0,08",T,Excelente
Wii,Platform,Vivendi Games,"0,06","0,01",0,"0,01","0,08",E10+,Aceptable
X360,Action,Namco Bandai Games,"0,05","0,03",0,"0,01","0,08",M,Malo
PS2,Shooter,Swing! Entertainment,"0,04","0,03",0,"0,01","0,08",T,Malo
X360,Platform,Namco Bandai Games,"0,04","0,03",0,"0,01","0,08",E10+,Malo
GC,Action,Atari,"0,06","0,02",0,0,"0,08",E,Aceptable
PSP,Simulation,From Software,0,0,"0,08",0,"0,08",T,Malo
GC,Action,Kemco,"0,06","0,02",0,0,"0,08",T,Malo
PSP,Puzzle,Sega,"0,07",0,0,"0,01","0,08",E10+,Excelente
PS3,Role-Playing,Nippon Ichi Software,"0,05","0,01",0,"0,01","0,08",T,Bueno
PC,Action,Kalypso Media,"0,06","0,01",0,"0,01","0,08",T,Malo
PC,Simulation,Deep Silver,"0,02","0,05",0,"0,01","0,08",T,Aceptable
X360,Action,D3Publisher,"0,04",0,"0,03",0,"0,08",T,Aceptable
XOne,Action,Telltale Games,"0,05","0,02",0,"0,01","0,08",M,Malo
GC,Action,Eidos Interactive,"0,06","0,02",0,0,"0,08",T,Bueno
PSP,Action,Electronic Arts,"0,07",0,0,"0,01","0,08",T,Aceptable
X,Action,Midway Games,"0,06","0,02",0,0,"0,08",M,Aceptable
PC,Role-Playing,Focus Home Interactive,0,"0,07",0,"0,01","0,08",M,Malo
PC,Action,Eidos Interactive,0,"0,06",0,"0,01","0,08",T,Excelente
GC,Platform,Atari,"0,06","0,02",0,0,"0,08",E,Aceptable
3DS,Action,Tecmo Koei,0,0,"0,08",0,"0,08",T,Aceptable
PC,Shooter,Warner Bros. Interactive Entertainment,"0,02","0,05",0,"0,01","0,08",M,Bueno
Wii,Shooter,Ubisoft,"0,06","0,01",0,"0,01","0,08",M,Malo
GC,Role-Playing,Ubisoft,"0,06","0,02",0,0,"0,08",E,Aceptable
Wii,Strategy,THQ,"0,06","0,02",0,"0,01","0,08",E10+,Aceptable
DS,Adventure,Game Factory,"0,07",0,0,"0,01","0,08",E,Malo
PC,Simulation,Koch Media,0,"0,08",0,0,"0,08",T,Malo
PS3,Sports,Take-Two Interactive,"0,07",0,0,"0,01","0,08",E,Malo
X360,Misc,Activision,"0,06","0,01",0,"0,01","0,08",T,Bueno
PSP,Platform,Sega,"0,05","0,02",0,"0,01","0,08",E,Malo
PC,Strategy,Paradox Interactive,"0,02","0,04",0,"0,01","0,08",E10+,Bueno
DS,Strategy,THQ,"0,05","0,02",0,"0,01","0,08",E10+,Aceptable
PSP,Strategy,Rising Star Games,"0,06",0,"0,01","0,01","0,08",E10+,Aceptable
PSP,Action,Irem Software Engineering,"0,07",0,0,"0,01","0,08",E10+,Bueno
DS,Racing,Focus Home Interactive,"0,06","0,01",0,"0,01","0,08",E,Bueno
PS2,Racing,Midas Interactive Entertainment,"0,04","0,03",0,"0,01","0,08",E,Aceptable
GC,Role-Playing,Sega,"0,06","0,02",0,0,"0,08",T,Bueno
PSP,Platform,Capcom,"0,07",0,0,"0,01","0,08",E10+,Bueno
X360,Action,Tecmo Koei,"0,07","0,01",0,"0,01","0,08",T,Malo
PC,Simulation,Ubisoft,0,"0,07",0,"0,01","0,08",T,Excelente
PSP,Role-Playing,Sega,"0,07",0,0,"0,01","0,08",T,Malo
PS2,Shooter,Empire Interactive,"0,04","0,03",0,"0,01","0,08",T,Malo
X,Racing,Ubisoft,"0,06","0,02",0,0,"0,08",E,Malo
GC,Racing,THQ,"0,06","0,02",0,0,"0,08",T,Malo
DS,Action,Ubisoft,"0,05","0,02",0,"0,01","0,08",T,Malo
GC,Sports,Midway Games,"0,06","0,02",0,0,"0,08",E,Excelente
DS,Puzzle,Eidos Interactive,"0,05","0,02",0,"0,01","0,08",E,Bueno
PS2,Action,Namco Bandai Games,"0,04","0,03",0,"0,01","0,08",T,Aceptable
GC,Action,Capcom,"0,06","0,02",0,0,"0,08",M,Aceptable
GC,Sports,Acclaim Entertainment,"0,06","0,02",0,0,"0,08",E,Excelente
DS,Shooter,D3Publisher,"0,07",0,0,"0,01","0,08",E10+,Excelente
Wii,Adventure,Konami Digital Entertainment,"0,07",0,0,"0,01","0,08",E10+,Malo
GC,Sports,Electronic Arts,"0,06","0,02",0,0,"0,08",E,Bueno
PSV,Action,Xseed Games,"0,02",0,"0,04","0,01","0,08",T,Bueno
PS2,Platform,Sony Computer Entertainment,"0,04","0,03",0,"0,01","0,08",E,Bueno
X360,Shooter,Playlogic Game Factory,"0,06","0,01",0,"0,01","0,08",M,Malo
GC,Platform,Activision,"0,06","0,02",0,0,"0,08",E,Bueno
PS,Shooter,Atari,"0,04","0,03",0,0,"0,08",M,Malo
PC,Racing,Electronic Arts,0,"0,07",0,"0,01","0,08",T,Aceptable
PC,Racing,Electronic Arts,0,"0,06",0,"0,02","0,08",T,Excelente
PS2,Strategy,505 Games,"0,04","0,03",0,"0,01","0,08",T,Bueno
X,Shooter,Gathering of Developers,"0,06","0,02",0,0,"0,08",M,Malo
GC,Shooter,SCi,"0,06","0,02",0,0,"0,08",T,Aceptable
PS2,Strategy,Tecmo Koei,"0,04","0,03",0,"0,01","0,08",E,Bueno
PC,Platform,Ubisoft,0,"0,06",0,"0,01","0,08",E10+,Excelente
DS,Adventure,Konami Digital Entertainment,"0,07",0,0,"0,01","0,08",E,Bueno
X,Shooter,Ubisoft,"0,06","0,02",0,0,"0,08",M,Bueno
GBA,Shooter,Zoo Digital Publishing,"0,05","0,02",0,0,"0,08",T,Malo
Wii,Misc,Ubisoft,"0,07",0,0,"0,01","0,08",E,Malo
X,Action,THQ,"0,06","0,02",0,0,"0,08",T,Aceptable
PS3,Racing,Konami Digital Entertainment,"0,07",0,0,"0,01","0,08",E10+,Aceptable
X,Misc,Codemasters,"0,06","0,02",0,0,"0,08",T,Bueno
PC,Platform,Electronic Arts,"0,01","0,06",0,0,"0,07",T,Bueno
PS2,Misc,RedOctane,"0,04","0,03",0,"0,01","0,07",E,Bueno
DS,Action,Square Enix,"0,07",0,0,0,"0,07",E10+,Aceptable
Wii,Role-Playing,Rising Star Games,"0,07",0,0,"0,01","0,07",T,Malo
PSV,Role-Playing,Aksys Games,"0,03","0,01","0,02","0,01","0,07",T,Aceptable
PS2,Role-Playing,Taito,"0,04","0,03",0,"0,01","0,07",E,Bueno
Wii,Adventure,The Adventure Company,"0,06","0,01",0,"0,01","0,07",T,Malo
PS2,Platform,SCi,"0,04","0,03",0,"0,01","0,07",T,Malo
PSP,Action,Namco Bandai Games,"0,06",0,0,"0,01","0,07",T,Malo
PS3,Shooter,Activision,"0,07",0,0,"0,01","0,07",T,Malo
X,Platform,Ubisoft,"0,06","0,02",0,0,"0,07",E,Bueno
DS,Action,Electronic Arts,"0,07",0,0,"0,01","0,07",E,Malo
GBA,Platform,Capcom,"0,05","0,02",0,0,"0,07",E,Bueno
PC,Racing,Electronic Arts,0,"0,06",0,"0,01","0,07",T,Excelente
X360,Action,Warner Bros. Interactive Entertainment,"0,06","0,01",0,"0,01","0,07",E10+,Aceptable
GC,Strategy,Activision,"0,06","0,01",0,0,"0,07",T,Excelente
PSP,Sports,Deep Silver,"0,07",0,0,"0,01","0,07",T,Malo
PC,Role-Playing,JoWood Productions,0,"0,06",0,"0,01","0,07",T,Excelente
PS3,Racing,Activision,"0,07",0,0,"0,01","0,07",M,Malo
PSP,Platform,Namco Bandai Games,"0,07",0,0,"0,01","0,07",E,Aceptable
Wii,Shooter,Reef Entertainment,"0,06",0,0,"0,01","0,07",T,Aceptable
X360,Simulation,Mad Catz,"0,07",0,0,"0,01","0,07",T,Malo
GC,Racing,Namco Bandai Games,"0,06","0,01",0,0,"0,07",T,Malo
PS2,Action,3DO,"0,04","0,03",0,"0,01","0,07",T,Malo
X,Adventure,Microids,"0,05","0,02",0,0,"0,07",M,Aceptable
X,Racing,Empire Interactive,"0,05","0,02",0,0,"0,07",M,Malo
PC,Strategy,Electronic Arts,"0,01","0,06",0,"0,01","0,07",T,Excelente
PC,Role-Playing,DTP Entertainment,"0,01","0,05",0,"0,01","0,07",M,Bueno
X,Platform,Namco Bandai Games,"0,05","0,02",0,0,"0,07",T,Bueno
PS2,Strategy,Tecmo Koei,"0,04","0,03",0,"0,01","0,07",T,Bueno
PSP,Fighting,Ignition Entertainment,"0,07",0,0,0,"0,07",T,Aceptable
PS2,Simulation,Sega,"0,04","0,03",0,"0,01","0,07",E,Aceptable
PS4,Role-Playing,Focus Home Interactive,"0,02","0,04",0,"0,01","0,07",M,Aceptable
PS2,Strategy,LucasArts,"0,04","0,03",0,"0,01","0,07",T,Aceptable
PSV,Role-Playing,Nippon Ichi Software,"0,02","0,01","0,04","0,01","0,07",T,Bueno
X,Strategy,Eidos Interactive,"0,05","0,02",0,0,"0,07",T,Aceptable
DS,Puzzle,Codemasters,"0,07",0,0,"0,01","0,07",E10+,Malo
PS2,Misc,Brash Entertainment,"0,04","0,03",0,"0,01","0,07",E,Malo
X360,Fighting,Majesco Entertainment,"0,06","0,01",0,"0,01","0,07",M,Malo
PS2,Strategy,Tecmo Koei,0,0,"0,07",0,"0,07",E10+,Aceptable
PS4,Shooter,Xseed Games,"0,04","0,02",0,"0,01","0,07",M,Aceptable
GC,Fighting,Konami Digital Entertainment,"0,06","0,01",0,0,"0,07",T,Malo
X,Shooter,Zoo Digital Publishing,"0,05","0,02",0,0,"0,07",M,Malo
PS2,Misc,Myelin Media,"0,04","0,03",0,"0,01","0,07",T,Aceptable
X,Racing,THQ,"0,05","0,02",0,0,"0,07",T,Aceptable
PS2,Shooter,Global Star,"0,04","0,03",0,"0,01","0,07",M,Aceptable
GC,Shooter,Ubisoft,"0,06","0,01",0,0,"0,07",T,Malo
DS,Racing,Tecmo Koei,"0,05",0,"0,02",0,"0,07",E,Aceptable
Wii,Racing,Bethesda Softworks,"0,01","0,05",0,"0,01","0,07",E,Malo
3DS,Shooter,D3Publisher,"0,04","0,02",0,"0,01","0,07",E,Malo
X,Action,Vivendi Games,"0,05","0,02",0,0,"0,07",T,Malo
PS2,Racing,Midway Games,"0,03","0,03",0,"0,01","0,07",M,Malo
PSV,Role-Playing,Ubisoft,0,"0,04","0,02","0,01","0,07",E10+,Excelente
X360,Role-Playing,Success,"0,07",0,0,"0,01","0,07",M,Malo
PS2,Adventure,Sammy Corporation,"0,03","0,03",0,"0,01","0,07",T,Malo
PC,Action,Deep Silver,0,"0,07",0,"0,01","0,07",M,Aceptable
PS2,Action,Capcom,"0,03","0,03",0,"0,01","0,07",M,Aceptable
X360,Action,Deep Silver,"0,03","0,04",0,"0,01","0,07",M,Malo
DS,Strategy,Tecmo Koei,"0,07",0,0,"0,01","0,07",E10+,Bueno
DS,Racing,Destineer,"0,07",0,0,"0,01","0,07",E,Malo
DS,Action,Ubisoft,"0,06",0,0,"0,01","0,07",T,Malo
PS4,Action,Tecmo Koei,"0,03","0,02",0,"0,01","0,07",T,Aceptable
PS2,Strategy,Tecmo Koei,"0,03","0,03",0,"0,01","0,07",E,Bueno
X,Adventure,Codemasters,"0,05","0,02",0,0,"0,07",T,Bueno
PC,Shooter,Codemasters,"0,01","0,04",0,"0,01","0,07",M,Aceptable
PS,Strategy,Human Entertainment,"0,04","0,03",0,0,"0,07",T,Aceptable
X360,Sports,Take-Two Interactive,"0,06",0,0,"0,01","0,07",E,Malo
PS2,Action,Konami Digital Entertainment,"0,03","0,03",0,"0,01","0,07",M,Aceptable
X,Action,Electronic Arts,"0,05","0,02",0,0,"0,07",E,Malo
PS2,Action,Konami Digital Entertainment,"0,03","0,03",0,"0,01","0,07",M,Malo
X360,Shooter,Codemasters,"0,06","0,01",0,"0,01","0,07",M,Malo
X,Action,Tecmo Koei,"0,05","0,02",0,0,"0,07",T,Bueno
PS3,Role-Playing,Ghostlight,0,"0,03","0,03","0,01","0,07",T,Aceptable
GC,Sports,Electronic Arts,"0,05","0,01",0,0,"0,07",E,Excelente
PSP,Sports,Oxygen Interactive,"0,06",0,0,"0,01","0,07",E,Malo
Wii,Misc,Ignition Entertainment,"0,06",0,0,0,"0,07",T,Bueno
GC,Platform,Ubisoft,"0,05","0,01",0,0,"0,07",E,Bueno
X,Misc,Gathering of Developers,"0,05","0,02",0,0,"0,07",M,Malo
PSP,Adventure,Atari,"0,06",0,0,"0,01","0,07",T,Aceptable
Wii,Platform,Ubisoft,"0,06",0,0,"0,01","0,07",E10+,Malo
X,Shooter,Majesco Entertainment,"0,05","0,01",0,0,"0,07",T,Malo
PS2,Action,Tecmo Koei,"0,03","0,03",0,"0,01","0,07",T,Bueno
XOne,Action,Tecmo Koei,"0,04","0,02",0,"0,01","0,07",T,Malo
DS,Role-Playing,Namco Bandai Games,0,0,"0,07",0,"0,07",E,Malo
PS,Shooter,Sony Computer Entertainment,"0,04","0,03",0,0,"0,07",E,Bueno
PC,Sports,Sega,0,"0,06",0,"0,01","0,07",E,Excelente
3DS,Action,Nintendo,"0,03","0,01","0,02",0,"0,07",T,Aceptable
PS3,Role-Playing,Nippon Ichi Software,"0,02","0,01","0,04","0,01","0,07",T,Malo
GC,Action,Electronic Arts,"0,05","0,01",0,0,"0,07",T,Malo
PS2,Role-Playing,Tecmo Koei,"0,03","0,03",0,"0,01","0,07",M,Malo
XOne,Action,Deep Silver,"0,04","0,03",0,"0,01","0,07",M,Aceptable
Wii,Shooter,Konami Digital Entertainment,"0,06",0,0,"0,01","0,07",M,Malo
PS2,Simulation,Konami Digital Entertainment,"0,03","0,03",0,"0,01","0,07",E10+,Aceptable
PS2,Shooter,Swing! Entertainment,"0,03","0,03",0,"0,01","0,07",T,Bueno
DS,Strategy,Namco Bandai Games,"0,06",0,0,0,"0,07",E10+,Malo
GC,Action,Sega,"0,05","0,01",0,0,"0,07",M,Bueno
XOne,Action,Ubisoft,"0,03","0,04",0,"0,01","0,07",E,Bueno
X,Platform,Activision,"0,05","0,01",0,0,"0,07",E,Bueno
PC,Role-Playing,Microsoft Game Studios,"0,01","0,05",0,"0,01","0,07",M,Excelente
X360,Shooter,Eidos Interactive,"0,05","0,01",0,"0,01","0,07",E10+,Malo
GBA,Action,Atlus,"0,05","0,02",0,0,"0,07",T,Bueno
PSV,Role-Playing,Aksys Games,"0,01",0,"0,05",0,"0,07",T,Bueno
PC,Simulation,Electronic Arts,"0,01","0,04",0,"0,01","0,07",T,Bueno
DC,Racing,Sega,0,0,"0,07",0,"0,07",T,Excelente
PSV,Adventure,PQube,0,"0,04","0,02","0,01","0,07",M,Bueno
DS,Action,Eidos Interactive,"0,04","0,02",0,"0,01","0,07",T,Malo
PC,Adventure,Focus Home Interactive,0,"0,06",0,"0,01","0,07",M,Bueno
PS2,Action,Enix Corporation,"0,03","0,03",0,"0,01","0,07",T,Bueno
DS,Shooter,Majesco Entertainment,"0,06",0,0,0,"0,07",T,Aceptable
PC,Simulation,Microsoft Game Studios,0,"0,06",0,"0,01","0,07",E,Excelente
PS2,Adventure,Sony Computer Entertainment,"0,03","0,03",0,"0,01","0,07",M,Aceptable
PS2,Fighting,Enterbrain,"0,03","0,03",0,"0,01","0,07",T,Malo
PS,Role-Playing,Sony Computer Entertainment,"0,04","0,03",0,0,"0,07",T,Malo
GC,Sports,Electronic Arts,"0,05","0,01",0,0,"0,07",E,Bueno
Wii,Platform,Metro 3D,"0,06",0,0,0,"0,07",E,Malo
PS3,Shooter,Namco Bandai Games,"0,03","0,03",0,"0,01","0,07",M,Malo
X360,Fighting,Capcom,0,"0,03","0,04",0,"0,07",T,Bueno
3DS,Puzzle,Nintendo,0,0,"0,07",0,"0,07",E,Aceptable
PSP,Role-Playing,Tecmo Koei,"0,02",0,"0,05",0,"0,07",E10+,Malo
DS,Platform,Atari,"0,06",0,0,0,"0,07",E,Excelente
GC,Sports,Sega,"0,05","0,01",0,0,"0,07",E,Excelente
PS2,Adventure,Microids,"0,03","0,03",0,"0,01","0,07",M,Aceptable
PC,Action,Warner Bros. Interactive Entertainment,"0,03","0,03",0,"0,01","0,07",E10+,Excelente
DS,Action,505 Games,"0,06",0,0,0,"0,07",E10+,Malo
PS2,Action,Capcom,0,0,"0,07",0,"0,07",M,Bueno
GC,Action,Electronic Arts,"0,05","0,01",0,0,"0,07",M,Aceptable
GBA,Fighting,Acclaim Entertainment,"0,05","0,02",0,0,"0,07",E,Malo
X,Simulation,Konami Digital Entertainment,"0,05","0,01",0,0,"0,07",T,Aceptable
PS2,Sports,Midway Games,"0,03","0,03",0,"0,01","0,07",E,Bueno
PS2,Strategy,Crave Entertainment,"0,03","0,03",0,"0,01","0,07",T,Aceptable
X,Racing,Atari,"0,05","0,01",0,0,"0,07",M,Aceptable
PS3,Simulation,505 Games,"0,06",0,0,"0,01","0,07",T,Malo
PC,Action,Capcom,"0,01","0,04",0,"0,01","0,07",M,Excelente
GBA,Action,Ubisoft,"0,05","0,02",0,0,"0,07",E,Aceptable
PS4,Action,505 Games,0,"0,05","0,01","0,01","0,07",T,Excelente
PS4,Platform,Deep Silver,"0,05",0,0,"0,01","0,07",E10+,Malo
X360,Fighting,Namco Bandai Games,"0,01","0,05",0,0,"0,07",T,Malo
X,Racing,TDK Mediactive,"0,05","0,01",0,0,"0,07",E,Malo
PS4,Racing,505 Games,0,"0,06",0,"0,01","0,07",E,Bueno
GBA,Action,Activision,"0,05","0,02",0,0,"0,07",E10+,Malo
PS4,Action,Rebellion Developments,"0,03","0,02",0,"0,01","0,07",T,Aceptable
PS2,Fighting,SNK,"0,03","0,03",0,"0,01","0,07",T,Bueno
X360,Simulation,Kalypso Media,"0,06",0,0,"0,01","0,07",T,Malo
PS2,Simulation,505 Games,"0,03","0,03",0,"0,01","0,07",T,Malo
GC,Strategy,Sega,"0,05","0,01",0,0,"0,07",T,Aceptable
PC,Action,Disney Interactive Studios,"0,06",0,0,0,"0,07",T,Malo
PS4,Misc,Sega,"0,03",0,"0,03","0,01","0,07",T,Bueno
PS3,Role-Playing,Nippon Ichi Software,0,0,"0,06",0,"0,07",T,Bueno
X360,Racing,Evolved Games,"0,06",0,0,0,"0,07",E10+,Malo
WiiU,Action,Capcom,"0,06",0,0,"0,01","0,07",E,Bueno
DS,Action,THQ,"0,06",0,0,0,"0,07",T,Malo
PS3,Racing,Sony Computer Entertainment,0,"0,05",0,"0,01","0,07",E10+,Excelente
PSV,Role-Playing,Nippon Ichi Software,"0,02","0,01","0,03","0,01","0,07",M,Aceptable
PSV,Action,Tecmo Koei,0,0,"0,07",0,"0,07",T,Aceptable
PS2,Role-Playing,Avalon Interactive,"0,03","0,03",0,"0,01","0,07",M,Aceptable
DS,Adventure,Rising Star Games,"0,06",0,0,0,"0,07",T,Malo
GBA,Shooter,Sega,"0,05","0,02",0,0,"0,07",E10+,Excelente
PC,Strategy,Focus Home Interactive,"0,01","0,05",0,"0,01","0,07",E,Aceptable
X,Strategy,Sega,"0,05","0,01",0,0,"0,07",T,Aceptable
PS2,Strategy,THQ,"0,03","0,02",0,"0,01","0,07",M,Bueno
PS4,Adventure,Revolution Software,0,"0,06",0,"0,01","0,07",T,Bueno
DS,Action,Ubisoft,"0,06",0,0,0,"0,07",E,Aceptable
PC,Action,Nordic Games,0,"0,06",0,"0,01","0,07",T,Excelente
X,Sports,Midway Games,"0,05","0,01",0,0,"0,07",E,Excelente
X360,Role-Playing,Deep Silver,"0,02","0,04",0,0,"0,06",M,Malo
PSP,Fighting,Irem Software Engineering,"0,05",0,"0,01","0,01","0,06",E10+,Malo
X,Simulation,Take-Two Interactive,"0,05","0,01",0,0,"0,06",T,Aceptable
X,Racing,Ubisoft,"0,05","0,01",0,0,"0,06",M,Malo
PS2,Role-Playing,Enterbrain,"0,03","0,02",0,"0,01","0,06",E10+,Aceptable
PC,Strategy,Microsoft Game Studios,0,"0,05",0,"0,01","0,06",T,Excelente
WiiU,Action,Namco Bandai Games,0,"0,04","0,02",0,"0,06",T,Aceptable
X,Action,Genki,"0,05","0,01",0,0,"0,06",M,Malo
X,Misc,Take-Two Interactive,"0,05","0,01",0,0,"0,06",T,Aceptable
PSV,Role-Playing,Nippon Ichi Software,"0,01","0,01","0,04","0,01","0,06",M,Malo
DS,Simulation,505 Games,"0,06",0,0,0,"0,06",E10+,Malo
WiiU,Action,Nintendo,"0,04","0,02",0,"0,01","0,06",M,Malo
PC,Racing,Codemasters,0,"0,06",0,"0,01","0,06",E,Excelente
PS2,Action,Konami Digital Entertainment,"0,03","0,02",0,"0,01","0,06",M,Malo
X,Action,Electronic Arts,"0,05","0,01",0,0,"0,06",E,Malo
PSP,Shooter,Activision,"0,06",0,0,0,"0,06",M,Aceptable
GC,Sports,Acclaim Entertainment,"0,05","0,01",0,0,"0,06",M,Aceptable
X,Sports,Acclaim Entertainment,"0,05","0,01",0,0,"0,06",T,Excelente
DS,Action,Gamecock,"0,06",0,0,0,"0,06",E10+,Malo
XOne,Sports,Konami Digital Entertainment,"0,02","0,04",0,0,"0,06",E,Excelente
PS2,Racing,Acclaim Entertainment,"0,03","0,02",0,"0,01","0,06",T,Aceptable
Wii,Fighting,Sega,"0,04","0,02",0,"0,01","0,06",T,Malo
Wii,Action,Eidos Interactive,"0,04","0,01","0,01",0,"0,06",M,Malo
PSP,Shooter,Konami Digital Entertainment,"0,04",0,"0,02",0,"0,06",E,Bueno
X360,Fighting,Tecmo Koei,"0,03","0,01","0,02",0,"0,06",M,Malo
PS2,Sports,Zoo Digital Publishing,"0,03","0,02",0,"0,01","0,06",E,Aceptable
PS2,Shooter,Namco Bandai Games,"0,03","0,02",0,"0,01","0,06",T,Malo
X,Racing,Electronic Arts,"0,05","0,01",0,0,"0,06",E,Excelente
PSP,Role-Playing,Sega,"0,06",0,0,0,"0,06",T,Bueno
DS,Platform,Majesco Entertainment,"0,06",0,0,0,"0,06",E,Bueno
Wii,Fighting,Game Factory,"0,06",0,0,0,"0,06",T,Malo
GC,Racing,Electronic Arts,"0,05","0,01",0,0,"0,06",T,Aceptable
PS2,Role-Playing,Sony Computer Entertainment,"0,03","0,02",0,"0,01","0,06",T,Malo
GBA,Action,Ubisoft,"0,05","0,02",0,0,"0,06",T,Aceptable
DS,Strategy,THQ,"0,05","0,01",0,"0,01","0,06",T,Malo
PSP,Platform,Take-Two Interactive,"0,06",0,0,0,"0,06",E,Bueno
X,Shooter,Groove Games,"0,05","0,01",0,0,"0,06",M,Malo
Wii,Sports,Take-Two Interactive,"0,06",0,0,0,"0,06",E10+,Aceptable
DS,Shooter,Eidos Interactive,"0,06",0,0,0,"0,06",T,Bueno
PS2,Action,Tecmo Koei,"0,03","0,02",0,"0,01","0,06",T,Aceptable
GBA,Simulation,Konami Digital Entertainment,"0,04","0,02",0,0,"0,06",E,Aceptable
PSP,Role-Playing,FuRyu,0,0,"0,06",0,"0,06",T,Aceptable
Wii,Fighting,Zoo Digital Publishing,"0,06",0,0,0,"0,06",E10+,Malo
PSP,Misc,Hudson Entertainment,"0,06",0,0,0,"0,06",E,Malo
PS3,Adventure,PQube,"0,01","0,02","0,02","0,01","0,06",M,Excelente
PSV,Action,D3Publisher,0,0,"0,06",0,"0,06",T,Aceptable
